VTAL-NAccL,VTAL-insulaL,VTAL-MHL,VTAL-LHL,VTAL-mPFCL,VTAL-OFCL,VTAL-CPuL,VTAL-NTSL,,VTAR-NAccR,VTAR-insulaR,VTAR-MHR,VTAR-LHR,VTAR-mPFCR,VTAR-OFCR,VTAR-CPuR,VTAR-NTSR
"0,2751639783","-0,1702415496","0,3467372358","0,3275322616","0,08496952057","-0,24420847","0,1246636733","-0,4847953022",,"0,303968519","0,1816468239","0,3515537083","0,09188956767","0,1091309562","-0,04043805227","0,06692740321","-0,02488681301"
"0,334210068","0,4389742613","0,1008762345","-0,2698267698","0,2189835906","0,2415477484","0,180800423","-0,06661707908",,"-0,2597961426","-0,07258797437","0,1680752188","-0,4106521904","-0,01891344413","-0,1089330241","0,1193653122","-0,4221193194"
"0,1632275432","-0,2072964013","0,1756432205","0,163177073","0,02005291916","-0,2986624539","-0,002189238323","-0,09904722124",,"0,05623008311","-0,1848916709","0,1092844903","0,01672619767","-0,08371351659","-0,1491667777","-0,05540271848","0,1887492836"
