VTAL-NAccL,VTAL-insulaL,VTAL-MHL,VTAL-LHL,VTAL-mPFCL,VTAL-OFCL,VTAL-CPuL,VTAL-NTSL,,VTAR-NAccR,VTAR-insulaR,VTAR-MHR,VTAR-LHR,VTAR-mPFCR,VTAR-OFCR,VTAR-CPuR,VTAR-NTSR
0.3381711841,0.1541753113,0.02671571821,0.1975057423,0.09058494121,-0.1056173444,0.3805975318,-0.2483274639,,-0.2015085816,-0.01163311582,0.08544303477,0.2314308584,0.006778502371,-0.0913047716,0.5075910091,-0.05551240966
0.2367207706,0.4042896032,0.2638882101,0.06951379031,0.3017689586,0.2915259004,0.1256278157,0.0725216493,,0.5269238353,0.76968503,0.2237808853,0.0525903888,0.4293491244,0.6500630975,0.2797107697,0.0633687377
0.06879813969,-0.004477824084,0.2579485178,-0.02014263533,0.07192468643,-0.348688364,0.08003102988,0.1340534091,,-0.04849560559,0.01964517124,0.03559023887,0.009131059051,0.02908572368,0.06032371148,0.1615754962,0.06401572376
