VTAL-VTAR,NAccL-NAccR,insulaL-insulaR,MHL-MHR,LHL-LHR,mPFCL-mPFCR,OFCL-OFCR,CPuL-CPuR,NTSL-NTSR,S2L-S2R
-0.02006721124,1.285215259,-0.02006721124,0.5080152154,0.3852481544,1.032046914,0.7504211068,1.285215259,0.4398454726,0.9849098921
0.3838298619,1.472903728,0.3838298619,0.3936682343,0.660035193,1.198780179,0.9736978412,1.472903728,-0.04624519125,0.9156879187
0.543874383,1.549825668,0.543874383,0.8969055414,0.7939785719,1.005562186,0.5968766212,1.549825668,1.171091795,1.045500875
