VTAL-VTAR,NAccL-NAccR,insulaL-insulaR,MHL-MHR,LHL-LHR,mPFCL-mPFCR,OFCL-OFCR,CPuL-CPuR,NTSL-NTSR,S2L-S2R
0.4393481016,1.802621841,0.4393481016,0.8865582347,0.7338306308,1.487519979,1.085638881,1.802621841,0.3064328134,1.303413033
0.6241995692,1.072489142,0.6241995692,0.5813590288,0.4506842494,0.8840550184,0.7755084038,1.072489142,0.8064166903,0.5564658642
0.3947865665,1.368254423,0.3947865665,0.6796247363,0.6449760795,0.896915555,0.9250462055,1.368254423,0.3735086918,1.101031661
